station,district,datetime,timestamp_epoch,rainfall_t0,rainfall_t_minus_1,rainfall_t_minus_2,rainfall_t_minus_3,rainfall_t_minus_4,rainfall_rolling_3h_mean,rainfall_rolling_6h_sum,rainfall_delta_1h,rainfall_acceleration,latitude,longitude,district_flooded_area_pct,district_permanent_water_pct,district_mean_flood_duration,district_hist_event_density,live_report_corroboration,volunteer_verified_weight,target_risk_15m,target_risk_30m,target_risk_60m,target_class_15m,target_class_30m,target_class_60m
Aralvaimozhi,kanyakumari,2026-06-13 15:00,1781362800.0,1.0,0.5,0.5,0.5,0.5,0.6666666666666666,3.5,0.5,0.5,8.24722222,77.545,3.5,1.2,2.0,3,0.0,0.0,0.12833333333333333,0.14008095238095236,0.16799999999999998,0,0,0
Vaniyar Reservoir,dharmapuri,2026-06-13 15:30,1781364600.0,0.5,0.5,0.5,0.5,0.5,0.5,5.0,0.0,0.0,11.905,78.325,0.244881502,0.519672081,6.0,15,0.0,0.0,0.01609644506,0.017856566855714285,0.04979526008,0,0,0
Krishnagiri Reservoir,krishnagiri,2026-06-13 16:00,1781366400.0,2.5,0.5,0.5,1.0,0.5,1.1666666666666667,7.0,2.0,2.0,12.47305556,78.195,0.86428335,0.155619892,6.0,18,0.0,0.0,0.09301183383333332,0.07271658391666666,0.090571334,0,0,0
Vaniyar Reservoir,dharmapuri,2026-06-13 16:00,1781366400.0,9.0,0.5,0.5,0.5,0.5,3.3333333333333335,11.5,8.5,8.5,11.905,78.325,0.244881502,0.519672081,6.0,15,0.0,0.0,0.26401311172666664,0.15887561447476192,0.10179526007999998,0,0,0
Polur,tiruvannamalai,2026-06-13 16:00,1781366400.0,13.0,0.5,2.5,1.5,3.0,5.333333333333333,29.0,12.5,14.5,12.50861111,79.12222222,0.956908978,0.111931507,5.0,25,0.0,0.0,0.4020406026733333,0.28333943327761907,0.27027635912,0,0,0
Anaikidangu,kanyakumari,2026-06-13 16:00,1781366400.0,2.0,2.0,2.0,2.0,2.5,2.0,12.5,0.0,0.0,8.2347,77.377894,3.5,1.2,2.0,3,0.0,0.0,0.13999999999999999,0.15964285714285714,0.24,0,0,0
Kottaram,kanyakumari,2026-06-13 16:00,1781366400.0,0.5,0.5,3.0,9.5,2.5,1.3333333333333333,16.5,0.0,2.5,8.11972222,77.52722222,3.5,1.2,2.0,3,0.0,0.0,0.11374999999999999,0.17326190476190476,0.272,0,0,0
Kallakurichi,kallakurichi,2026-06-13 16:00,1781366400.0,1.0,1.5,1.0,1.5,1.5,1.1666666666666667,7.5,-0.5,-1.0,11.74111111,78.96416667,1.71000415,0.016931089,10.0,10,0.0,0.0,0.0688001245,0.08151681191666667,0.128400166,0,0,0
Poondi Reservoir,tiruvallur,2026-06-13 16:00,1781366400.0,3.0,1.5,0.5,11.0,0.5,1.6666666666666667,17.0,1.5,0.5,13.20833333,79.87583333,3.5,1.2,2.0,3,0.0,0.0,0.175,0.15865238095238093,0.27599999999999997,0,0,0
Vaniyar Reservoir,dharmapuri,2026-06-13 16:30,1781368200.0,1.0,9.0,0.5,0.5,0.5,3.5,12.0,-8.0,-16.5,11.905,78.325,0.244881502,0.519672081,6.0,15,0.0,0.0,0.02484644506,0.07357085257,0.10579526008000001,0,0,0
Poondi Reservoir,tiruvallur,2026-06-13 17:00,1781370000.0,2.0,3.0,1.5,0.5,11.0,2.1666666666666665,18.5,-1.0,-2.5,13.20833333,79.87583333,3.5,1.2,2.0,3,0.0,0.0,0.13999999999999999,0.16273809523809524,0.288,0,0,0
Manalmedu_1,nagapattinam,2026-06-13 17:00,1781370000.0,0.5,0.5,0.5,1.0,3.0,0.5,6.0,0.0,0.0,11.200556,79.601389,8.469795512,4.028133598,6.0,27,0.0,0.0,0.26284386535999993,0.30572855720571424,0.38679182048,0,0,0
Krishnagiri Reservoir,krishnagiri,2026-06-13 17:00,1781370000.0,1.5,2.5,0.5,0.5,1.0,1.5,6.5,-1.0,-3.0,12.47305556,78.195,0.86428335,0.155619892,6.0,18,0.0,0.0,0.052178500499999995,0.05810706010714285,0.086571334,0,0,0
Polur,tiruvannamalai,2026-06-13 17:00,1781370000.0,0.5,13.0,0.5,2.5,1.5,4.666666666666667,21.0,-12.5,-25.0,12.50861111,79.12222222,0.956908978,0.111931507,5.0,25,0.0,0.0,0.037457269339999995,0.12015848089666667,0.20627635912,0,0,0
Kilnatcipatu,tiruvannamalai,2026-06-13 17:00,1781370000.0,4.0,0.5,1.0,3.0,7.0,1.8333333333333333,16.0,3.5,4.0,12.23916667,79.10666667,0.956908978,0.111931507,5.0,25,0.0,0.0,0.13954060267333332,0.10913943327761905,0.16627635912,0,0,0
Valathi,viluppuram,2026-06-13 17:00,1781370000.0,0.5,0.5,0.5,1.0,3.0,0.5,6.0,0.0,0.0,12.34861111,79.38,2.579095705,0.250109562,6.0,25,0.0,0.0,0.08612287114999997,0.09955406396071427,0.1511638282,0,0,0
Kallakurichi,kallakurichi,2026-06-13 17:00,1781370000.0,1.0,1.0,1.5,1.0,1.5,1.1666666666666667,7.5,0.0,0.5,11.74111111,78.96416667,1.71000415,0.016931089,10.0,10,0.0,0.0,0.0688001245,0.08671681191666666,0.128400166,0,0,0
Karaikudi -ARG,sivaganga,2026-06-13 17:00,1781370000.0,0.5,0.5,0.5,1.0,3.0,0.5,6.0,0.0,0.0,10.075833,78.778611,1.933201481,0.051279472,10.0,8,0.0,0.0,0.06674604443,0.07694776612071429,0.12532805924,0,0,0
Annavasal_1,pudukkottai,2026-06-13 17:00,1781370000.0,0.5,2.5,1.5,2.0,1.5,1.5,8.5,-2.0,-3.0,10.461111,78.701111,0.613684296,0.085746267,6.0,18,0.0,0.0,0.02716052888,0.04933609321714286,0.09254737183999999,0,0,0
Vilathikulam,thoothukudi,2026-06-13 17:00,1781370000.0,0.5,0.5,0.5,1.0,3.0,0.5,6.0,0.0,0.0,9.13027778,78.16805556,3.5,1.2,2.0,3,0.0,0.0,0.11374999999999999,0.13178571428571428,0.188,0,0,0
Kadambur_1,thoothukudi,2026-06-13 17:00,1781370000.0,0.5,0.5,0.5,1.0,3.0,0.5,6.0,0.0,0.0,8.992778,77.858889,3.5,1.2,2.0,3,0.0,0.0,0.11374999999999999,0.13178571428571428,0.188,0,0,0
LBP Quarters Campus,erode,2026-06-13 17:00,1781370000.0,34.5,11.5,1.5,154.0,3.5,15.833333333333334,206.5,23.0,13.0,11.33527778,77.7375,0.654316232,0.635350328,6.0,17,0.0,0.0,0.8917128202933333,0.4521486871676191,1.0,1,0,1
Natham_1,dindigul,2026-06-13 17:00,1781370000.0,0.5,0.5,0.5,6.0,14.0,0.5,22.0,0.0,0.0,10.230278,78.228611,0.3793423,0.079067201,6.0,19,0.0,0.0,0.020130269,0.022562694785714286,0.19117369199999998,0,0,0
Ponneri,tiruvallur,2026-06-13 17:00,1781370000.0,0.5,0.5,0.5,1.0,3.0,0.5,6.0,0.0,0.0,13.33138889,80.19527778,3.5,1.2,2.0,3,0.0,0.0,0.11374999999999999,0.13178571428571428,0.188,0,0,0
Elumalai_1,madurai,2026-06-13 17:00,1781370000.0,0.5,0.5,0.5,1.0,3.0,0.5,6.0,0.0,0.0,9.863889,77.697778,1.012920862,0.009182441,7.0,21,0.0,0.0,0.03913762586,0.04473794445571429,0.08851683448,0,0,0
Marandahalli_1,dharmapuri,2026-06-13 17:00,1781370000.0,0.5,0.5,0.5,1.0,3.0,0.5,6.0,0.0,0.0,12.390833,77.991111,0.244881502,0.519672081,6.0,15,0.0,0.0,0.01609644506,0.017856566855714285,0.05779526008,0,0,0
Anaikidangu,kanyakumari,2026-06-13 17:00,1781370000.0,1.5,2.0,2.0,2.0,2.0,1.8333333333333333,12.0,-0.5,-0.5,8.2347,77.377894,3.5,1.2,2.0,3,0.0,0.0,0.13125,0.15654761904761905,0.236,0,0,0
ManjalarDam,theni,2026-06-13 17:00,1781370000.0,0.5,0.5,0.5,1.0,3.0,0.5,6.0,0.0,0.0,10.189722,77.632222,0.031762174,0.314606199,8.0,14,0.0,0.0,0.009702865219999999,0.010397390375714285,0.04927048696,0,0,0
VaigaiDam,theni,2026-06-13 17:00,1781370000.0,0.5,1.0,0.5,0.5,1.0,0.6666666666666666,6.5,-0.5,-1.0,10.05194,77.58916,0.031762174,0.314606199,8.0,14,0.0,0.0,0.009702865219999999,0.013492628470952379,0.053270486959999995,0,0,0
Radhapuram,tirunelveli,2026-06-13 17:00,1781370000.0,0.5,73.0,2.5,46.0,1.5,25.333333333333332,125.5,-72.5,-143.0,8.26888889,77.68472222,0.007402498,0.622191008,1.0,20,0.0,0.0,0.00897207494,0.4707352779061905,1.0,0,0,1
Vaniyar Reservoir,dharmapuri,2026-06-13 17:00,1781370000.0,1.0,1.0,9.0,0.5,0.5,3.6666666666666665,12.5,0.0,8.0,11.905,78.325,0.244881502,0.519672081,6.0,15,0.0,0.0,0.02484644506,0.15986609066523813,0.10979526007999998,0,0,0
Sivagiri,tenkasi,2026-06-13 17:00,1781370000.0,0.5,0.5,0.5,1.0,3.0,0.5,6.0,0.0,0.0,9.34666667,77.43361111,0.407407146,0.050554592,11.0,7,0.0,0.0,0.02097221438,0.023544964395714282,0.06429628584,0,0,0
Nanguneri,tirunelveli,2026-06-13 17:00,1781370000.0,0.5,0.5,0.5,0.5,1.5,0.5,5.0,0.0,0.0,8.48,77.66388889,0.007402498,0.622191008,1.0,20,0.0,0.0,0.00897207494,0.009544801715714287,0.04029609992,0,0,0
Kalingarayan -ARG,erode,2026-06-13 17:00,1781370000.0,0.5,0.5,0.5,1.0,3.0,0.5,6.0,0.0,0.0,11.441389,77.676111,0.654316232,0.635350328,6.0,17,0.0,0.0,0.02837948696,0.03218678240571428,0.07417264928,0,0,0
Mangalapuram,namakkal,2026-06-13 17:30,1781371800.0,1.0,1.0,0.5,1.5,0.5,0.8333333333333334,5.0,0.0,-0.5,11.56583333,78.37861111,0.389540051,0.022086664,8.0,13,0.0,0.0,0.029186201529999997,0.029110092261190476,0.055581602040000004,0,0,0
Kalingarayan -ARG,erode,2026-06-13 18:00,1781373600.0,0.5,0.5,0.5,0.5,1.0,0.5,6.0,0.0,0.0,11.441389,77.676111,0.654316232,0.635350328,6.0,17,0.0,0.0,0.02837948696,0.03218678240571428,0.07417264928,0,0,0
Valathi,viluppuram,2026-06-13 18:00,1781373600.0,0.5,0.5,0.5,0.5,1.0,0.5,6.0,0.0,0.0,12.34861111,79.38,2.579095705,0.250109562,6.0,25,0.0,0.0,0.08612287114999997,0.09955406396071427,0.1511638282,0,0,0
Kadambur_1,thoothukudi,2026-06-13 18:00,1781373600.0,0.5,0.5,0.5,0.5,1.0,0.5,6.0,0.0,0.0,8.992778,77.858889,3.5,1.2,2.0,3,0.0,0.0,0.11374999999999999,0.13178571428571428,0.188,0,0,0
Marandahalli_1,dharmapuri,2026-06-13 18:00,1781373600.0,0.5,0.5,0.5,0.5,1.0,0.5,6.0,0.0,0.0,12.390833,77.991111,0.244881502,0.519672081,6.0,15,0.0,0.0,0.01609644506,0.017856566855714285,0.05779526008,0,0,0
Nanguneri,tirunelveli,2026-06-13 18:00,1781373600.0,0.5,0.5,0.5,0.5,0.5,0.5,4.0,0.0,0.0,8.48,77.66388889,0.007402498,0.622191008,1.0,20,0.0,0.0,0.00897207494,0.009544801715714287,0.03229609992,0,0,0
Kallakurichi,kallakurichi,2026-06-13 18:00,1781373600.0,1.0,1.0,1.0,1.5,1.0,1.0,7.0,0.0,0.0,11.74111111,78.96416667,1.71000415,0.016931089,10.0,10,0.0,0.0,0.0688001245,0.07842157382142857,0.124400166,0,0,0
Radhapuram,tirunelveli,2026-06-13 18:00,1781373600.0,0.5,0.5,73.0,2.5,46.0,24.666666666666668,124.0,0.0,72.5,8.26888889,77.68472222,0.007402498,0.622191008,1.0,20,0.0,0.0,0.00897207494,1.0,0.99229609992,0,1,1
Karaikudi -ARG,sivaganga,2026-06-13 18:00,1781373600.0,0.5,0.5,0.5,0.5,1.0,0.5,6.0,0.0,0.0,10.075833,78.778611,1.933201481,0.051279472,10.0,8,0.0,0.0,0.06674604443,0.07694776612071429,0.12532805924,0,0,0
Vaniyambadi,tirupathur,2026-06-13 18:00,1781373600.0,0.5,0.5,8.0,19.5,13.0,3.0,49.0,0.0,7.5,12.67805556,78.62222222,0.882133575,0.007876167,11.0,7,0.0,0.0,0.03521400725,0.16458896083928573,0.427285343,0,0,0
Elumalai_1,madurai,2026-06-13 18:00,1781373600.0,0.5,0.5,0.5,0.5,1.0,0.5,6.0,0.0,0.0,9.863889,77.697778,1.012920862,0.009182441,7.0,21,0.0,0.0,0.03913762586,0.04473794445571429,0.08851683448,0,0,0
Mettur_1,salem,2026-06-13 18:00,1781373600.0,2.0,0.5,1.5,0.5,1.0,1.3333333333333333,6.0,1.5,2.5,11.8075,77.800278,0.70281148,0.995995874,6.0,16,0.0,0.0,0.0735843444,0.07536030656190477,0.07611245920000001,0,0,0
Natham_1,dindigul,2026-06-13 18:00,1781373600.0,0.5,0.5,0.5,0.5,6.0,0.5,22.0,0.0,0.0,10.230278,78.228611,0.3793423,0.079067201,6.0,19,0.0,0.0,0.020130269,0.022562694785714286,0.19117369199999998,0,0,0
ManjalarDam,theni,2026-06-13 18:00,1781373600.0,0.5,0.5,0.5,0.5,1.0,0.5,6.0,0.0,0.0,10.189722,77.632222,0.031762174,0.314606199,8.0,14,0.0,0.0,0.009702865219999999,0.010397390375714285,0.04927048696,0,0,0
Mangalapuram,namakkal,2026-06-13 18:00,1781373600.0,7.5,1.0,1.0,0.5,1.5,3.1666666666666665,12.0,6.5,6.5,11.56583333,78.37861111,0.389540051,0.022086664,8.0,13,0.0,0.0,0.2187695348633333,0.14004342559452382,0.11158160204,0,0,0
Anaikidangu,kanyakumari,2026-06-13 18:00,1781373600.0,1.5,1.5,2.0,2.0,2.0,1.6666666666666667,11.0,0.0,0.5,8.2347,77.377894,3.5,1.2,2.0,3,0.0,0.0,0.13125,0.15865238095238093,0.22799999999999998,0,0,0
Annavasal_1,pudukkottai,2026-06-13 18:00,1781373600.0,0.5,0.5,2.5,1.5,2.0,1.1666666666666667,8.5,0.0,2.0,10.461111,78.701111,0.613684296,0.085746267,6.0,18,0.0,0.0,0.02716052888,0.06394561702666667,0.09254737183999999,0,0,0
Tirukoilur,kallakurichi,2026-06-13 18:00,1781373600.0,0.5,0.5,0.5,1.0,1.0,0.5,4.5,0.0,0.0,11.94638889,79.25027778,1.71000415,0.016931089,10.0,10,0.0,0.0,0.0600501245,0.06913585953571429,0.10440016600000002,0,0,0
Ponneri,tiruvallur,2026-06-13 18:00,1781373600.0,0.5,0.5,0.5,0.5,1.0,0.5,6.0,0.0,0.0,13.33138889,80.19527778,3.5,1.2,2.0,3,0.0,0.0,0.11374999999999999,0.13178571428571428,0.188,0,0,0
Sivagiri,tenkasi,2026-06-13 18:00,1781373600.0,0.5,0.5,0.5,0.5,1.0,0.5,6.0,0.0,0.0,9.34666667,77.43361111,0.407407146,0.050554592,11.0,7,0.0,0.0,0.02097221438,0.023544964395714282,0.06429628584,0,0,0
Kilnatcipatu,tiruvannamalai,2026-06-13 18:00,1781373600.0,1.0,4.0,0.5,1.0,3.0,1.8333333333333333,16.5,-3.0,-6.5,12.23916667,79.10666667,0.956908978,0.111931507,5.0,25,0.0,0.0,0.046207269339999996,0.06753943327761905,0.17027635912,0,0,0
Vilathikulam,thoothukudi,2026-06-13 18:00,1781373600.0,0.5,0.5,0.5,0.5,1.0,0.5,6.0,0.0,0.0,9.13027778,78.16805556,3.5,1.2,2.0,3,0.0,0.0,0.11374999999999999,0.13178571428571428,0.188,0,0,0
Krishnagiri Reservoir,krishnagiri,2026-06-13 18:00,1781373600.0,1.5,1.5,2.5,0.5,0.5,1.8333333333333333,7.5,0.0,1.0,12.47305556,78.195,0.86428335,0.155619892,6.0,18,0.0,0.0,0.052178500499999995,0.07469753629761905,0.094571334,0,0,0
VaigaiDam,theni,2026-06-13 18:00,1781373600.0,0.5,0.5,1.0,0.5,0.5,0.6666666666666666,4.0,0.0,0.5,10.05194,77.58916,0.031762174,0.314606199,8.0,14,0.0,0.0,0.009702865219999999,0.01869262847095238,0.03327048696,0,0,0
Manalmedu_1,nagapattinam,2026-06-13 18:00,1781373600.0,0.5,0.5,0.5,0.5,1.0,0.5,6.0,0.0,0.0,11.200556,79.601389,8.469795512,4.028133598,6.0,27,0.0,0.0,0.26284386535999993,0.30572855720571424,0.38679182048,0,0,0
Mangalapuram,namakkal,2026-06-13 18:30,1781375400.0,3.5,7.5,1.0,1.0,0.5,4.0,15.0,-4.0,-10.5,11.56583333,78.37861111,0.389540051,0.022086664,8.0,13,0.0,0.0,0.07293620153,0.08791961607071429,0.13558160204,0,0,0
Karuppanadhi Dam,tenkasi,2026-06-13 19:00,1781377200.0,1.5,0.5,1.0,1.0,11.5,1.0,16.0,1.0,1.5,9.13361111,77.31055556,0.407407146,0.050554592,11.0,7,0.0,0.0,0.05013888104666667,0.04843067868142857,0.14429628584,0,0,0
Kallakurichi,kallakurichi,2026-06-13 19:00,1781377200.0,0.5,1.0,1.0,1.0,1.5,0.8333333333333334,6.0,-0.5,-0.5,11.74111111,78.96416667,1.71000415,0.016931089,10.0,10,0.0,0.0,0.0600501245,0.07532633572619048,0.11640016600000001,0,0,0
Tirukoilur,kallakurichi,2026-06-13 19:00,1781377200.0,2.0,0.5,0.5,0.5,1.0,1.0,5.5,1.5,1.5,11.94638889,79.25027778,1.71000415,0.016931089,10.0,10,0.0,0.0,0.10380012450000001,0.09402157382142858,0.11240016600000001,0,0,0
Anaikidangu,kanyakumari,2026-06-13 19:00,1781377200.0,1.5,1.5,1.5,2.0,2.0,1.5,10.5,0.0,0.0,8.2347,77.377894,3.5,1.2,2.0,3,0.0,0.0,0.13125,0.15035714285714286,0.22399999999999998,0,0,0
Kilnatcipatu,tiruvannamalai,2026-06-13 19:00,1781377200.0,2.0,1.0,4.0,0.5,1.0,2.3333333333333335,11.5,1.0,4.0,12.23916667,79.10666667,0.956908978,0.111931507,5.0,25,0.0,0.0,0.07537393600666666,0.11842514756333333,0.13027635912,0,0,0
Krishnagiri Reservoir,krishnagiri,2026-06-13 19:00,1781377200.0,1.0,1.5,1.5,2.5,0.5,1.3333333333333333,7.5,-0.5,-0.5,12.47305556,78.195,0.86428335,0.155619892,6.0,18,0.0,0.0,0.043428500499999995,0.05501182201190476,0.094571334,0,0,0
Vettaikaranpudur_1,coimbatore,2026-06-13 19:00,1781377200.0,1.5,0.5,1.0,1.0,11.5,1.0,16.0,1.0,1.5,10.566944,76.921389,0.316836382,0.20279264,5.0,33,0.0,0.0,0.04742175812666667,0.045260701941428574,0.14067345528,0,0,0
Vaniyambadi,tirupathur,2026-06-13 19:00,1781377200.0,2.0,0.5,0.5,8.0,19.5,1.0,43.5,1.5,1.5,12.67805556,78.62222222,0.882133575,0.007876167,11.0,7,0.0,0.0,0.07896400725000001,0.06504610369642858,0.383285343,0,0,0
Thangachimadam_1,ramanathapuram,2026-06-13 19:00,1781377200.0,1.5,0.5,1.0,1.0,1.0,1.0,6.0,1.0,1.5,9.281944,79.238889,1.978467591,1.290662657,7.0,15,0.0,0.0,0.09727069439666666,0.10341779425642857,0.12713870364000002,0,0,0
Lekkur,cuddalore,2026-06-13 19:00,1781377200.0,0.5,2.0,2.5,1.0,0.5,1.6666666666666667,7.0,-1.5,-1.0,11.46611111,79.01861111,5.871797745,0.689771711,4.0,30,0.0,0.0,0.18490393235000002,0.23646530202738095,0.29087190980000005,0,0,0
Mangalapuram,namakkal,2026-06-13 19:00,1781377200.0,3.5,3.5,7.5,1.0,1.0,4.833333333333333,17.0,0.0,4.0,11.56583333,78.37861111,0.389540051,0.022086664,8.0,13,0.0,0.0,0.07293620153,0.14499580654690475,0.15158160203999999,0,0,0
Vidur Anicut,viluppuram,2026-06-13 19:00,1781377200.0,5.0,0.5,0.5,1.0,3.5,2.0,11.0,4.5,4.5,12.07222222,79.585,2.579095705,0.250109562,6.0,25,0.0,0.0,0.21737287114999998,0.17421120681785712,0.1911638282,0,0,0
Vanapuram,tiruvannamalai,2026-06-13 19:00,1781377200.0,1.5,0.5,1.0,1.0,11.5,1.0,16.0,1.0,1.5,12.10444444,79.01805556,0.956908978,0.111931507,5.0,25,0.0,0.0,0.06662393600666666,0.06766324280142857,0.16627635912,0,0,0
Ramakrishnapet,tiruvallur,2026-06-13 19:30,1781379000.0,0.5,0.5,0.5,0.5,0.5,0.5,3.5,0.0,0.0,13.15166667,79.43222222,3.5,1.2,2.0,3,0.0,0.0,0.11374999999999999,0.13178571428571428,0.16799999999999998,0,0,0
Raya Raghunatha Samudiram,pudukkottai,2026-06-13 20:00,1781380800.0,14.0,0.5,0.5,0.5,3.0,5.0,33.5,13.5,13.5,10.25694444,78.81833333,0.613684296,0.085746267,6.0,18,0.0,0.0,0.42091052887999997,0.25473609321714286,0.29254737183999996,0,0,0
Lekkur,cuddalore,2026-06-13 20:00,1781380800.0,1.5,0.5,2.0,2.5,1.0,1.3333333333333333,8.0,1.0,2.5,11.46611111,79.01861111,5.871797745,0.689771711,4.0,30,0.0,0.0,0.2140705990166667,0.25627482583690475,0.2988719098,0,0,0
Anaikidangu,kanyakumari,2026-06-13 20:00,1781380800.0,1.5,1.5,1.5,1.5,2.0,1.5,10.0,0.0,0.0,8.2347,77.377894,3.5,1.2,2.0,3,0.0,0.0,0.13125,0.15035714285714286,0.21999999999999997,0,0,0
Kallakurichi,kallakurichi,2026-06-13 20:00,1781380800.0,1.0,0.5,1.0,1.0,1.0,0.8333333333333334,6.0,0.5,1.0,11.74111111,78.96416667,1.71000415,0.016931089,10.0,10,0.0,0.0,0.07463345783333333,0.08572633572619048,0.11640016600000001,0,0,0
Ramakrishnapet,tiruvallur,2026-06-13 20:00,1781380800.0,1.5,0.5,0.5,0.5,0.5,0.8333333333333334,4.0,1.0,1.0,13.15166667,79.43222222,3.5,1.2,2.0,3,0.0,0.0,0.14291666666666666,0.14837619047619047,0.172,0,0,0
RedHills,tiruvallur,2026-06-13 21:00,1781384400.0,9.5,0.5,2.0,5.0,0.5,4.0,20.0,9.0,10.5,13.18666667,80.18833333,3.5,1.2,2.0,3,0.0,0.0,0.3762499999999999,0.3059857142857143,0.3,0,0,0
Pickup Anicut-Sathanur,tiruvannamalai,2026-06-13 21:00,1781384400.0,9.5,0.5,2.0,5.0,0.5,4.0,18.0,9.0,10.5,12.13944444,78.89388889,0.956908978,0.111931507,5.0,25,0.0,0.0,0.29995726933999994,0.2169775285157143,0.18227635911999998,0,0,0
Vellore,vellore,2026-06-13 21:00,1781384400.0,9.5,0.5,2.0,5.0,0.5,4.0,18.0,9.0,10.5,12.94861111,79.13888889,0.437957461,0.021681234,6.0,18,0.0,0.0,0.2843887238299999,0.1988142254207143,0.16151829843999999,0,0,0
Anaikidangu,kanyakumari,2026-06-13 21:00,1781384400.0,1.0,1.5,1.5,1.5,1.5,1.3333333333333333,9.0,-0.5,-0.5,8.2347,77.377894,3.5,1.2,2.0,3,0.0,0.0,0.1225,0.14726190476190473,0.21199999999999997,0,0,0
Srivilliputhur_1,virudhunagar,2026-06-13 21:00,1781384400.0,9.5,0.5,2.0,5.0,0.5,4.0,34.0,9.0,10.5,9.516111,77.633611,1.858630308,0.022872843,6.0,14,0.0,0.0,0.3270089092399999,0.24853777506571428,0.34634521232,0,0,0
Kancheepuram,kancheepuram,2026-06-13 21:00,1781384400.0,14.0,4.5,0.5,2.5,1.0,6.333333333333333,36.0,9.5,5.5,12.82388889,79.69833333,1.758222114,0.935998334,6.0,15,0.0,0.0,0.4085799967533333,0.23635682160904764,0.35832888456,0,0,0
Kesavaram Anicut_1,ranipet,2026-06-13 21:00,1781384400.0,7.5,0.5,7.0,1.0,0.5,5.0,26.0,7.0,13.5,13.021667,79.7625,1.363052135,0.142824545,10.0,8,0.0,0.0,0.2538082307166667,0.28096396758214287,0.2625220854,0,0,0
Kallakurichi,kallakurichi,2026-06-13 21:00,1781384400.0,0.5,1.0,0.5,1.0,1.0,0.6666666666666666,5.0,-0.5,-1.0,11.74111111,78.96416667,1.71000415,0.016931089,10.0,10,0.0,0.0,0.0600501245,0.07223109763095238,0.10840016600000002,0,0,0
Raya Raghunatha Samudiram,pudukkottai,2026-06-13 21:00,1781384400.0,2.5,14.0,0.5,0.5,0.5,5.666666666666667,21.0,-11.5,-25.0,10.25694444,78.81833333,0.613684296,0.085746267,6.0,18,0.0,0.0,0.062160528879999996,0.12671704559809524,0.19254737184,0,0,0
Sethiathope Anicut TARG,cuddalore,2026-06-13 21:00,1781384400.0,9.5,0.5,2.0,5.0,0.5,4.0,18.0,9.0,10.5,11.43222222,79.5425,5.871797745,0.689771711,4.0,30,0.0,0.0,0.44740393235,0.38899863536071433,0.3788719098,0,0,0
Lekkur,cuddalore,2026-06-13 21:00,1781384400.0,1.5,1.5,0.5,2.0,2.5,1.1666666666666667,9.0,0.0,-1.0,11.46611111,79.01861111,5.871797745,0.689771711,4.0,30,0.0,0.0,0.20240393235,0.22717958774166666,0.3068719098,0,0,0
Tirukoilur,kallakurichi,2026-06-13 21:00,1781384400.0,2.5,2.0,0.5,0.5,0.5,1.6666666666666667,7.0,0.5,-1.0,11.94638889,79.25027778,1.71000415,0.016931089,10.0,10,0.0,0.0,0.10088345783333333,0.09080252620238095,0.124400166,0,0,0
Ramakrishnapet,tiruvallur,2026-06-13 21:00,1781384400.0,0.5,1.5,0.5,0.5,0.5,0.8333333333333334,4.0,-1.0,-2.0,13.15166667,79.43222222,3.5,1.2,2.0,3,0.0,0.0,0.11374999999999999,0.13797619047619047,0.172,0,0,0
Kothuvacheri,cuddalore,2026-06-13 21:00,1781384400.0,7.5,1.5,3.0,0.5,0.5,4.0,14.0,6.0,7.5,11.52027778,79.63527778,5.871797745,0.689771711,4.0,30,0.0,0.0,0.37740393235,0.35779863536071427,0.34687190980000004,0,0,0
Peravoorani_1,thanjavur,2026-06-13 21:00,1781384400.0,9.5,0.5,2.0,5.0,0.5,4.0,18.0,9.0,10.5,10.288611,79.201667,6.262291183,0.139785443,9.0,36,0.0,0.0,0.45911873548999993,0.4026659056907143,0.39449164731999997,0,0,0
Ramakrishnapet,tiruvallur,2026-06-13 21:30,1781386200.0,0.5,0.5,1.5,0.5,0.5,0.8333333333333334,4.0,0.0,1.0,13.15166667,79.43222222,3.5,1.2,2.0,3,0.0,0.0,0.11374999999999999,0.14837619047619047,0.172,0,0,0
Lekkur,cuddalore,2026-06-13 22:00,1781388000.0,1.0,1.5,1.5,0.5,2.0,1.3333333333333333,9.0,-0.5,-0.5,11.46611111,79.01861111,5.871797745,0.689771711,4.0,30,0.0,0.0,0.19365393235,0.23027482583690476,0.3068719098,0,0,0
Kesavaram Anicut_1,ranipet,2026-06-13 22:00,1781388000.0,1.0,7.5,0.5,7.0,1.0,3.0,17.5,-6.5,-13.5,13.021667,79.7625,1.363052135,0.142824545,10.0,8,0.0,0.0,0.05839156405,0.1034211104392857,0.1945220854,0,0,0
Kancheepuram,kancheepuram,2026-06-13 22:00,1781388000.0,14.5,14.0,4.5,0.5,2.5,11.0,37.0,0.5,-9.0,12.82388889,79.69833333,1.758222114,0.935998334,6.0,15,0.0,0.0,0.31232999675333334,0.2658234882757143,0.36632888456,0,0,0
LBP Quarters Campus,erode,2026-06-13 22:00,1781388000.0,9.5,34.5,11.5,1.5,154.0,18.5,214.5,-25.0,-48.0,11.33527778,77.7375,0.654316232,0.635350328,6.0,17,0.0,0.0,0.18587948695999998,0.36647249669142856,1.0,0,0,1
